ID,PRODUCT,SLOGAN,DESCRIPTION,CHARACTERISTICS,URL
84,AMAZONA ECLIPSE,vestido sexy para cabalgadas,"¿Quieres sentirte una amazona, una guerrera con habilidades para cabalgar cualquier pasión que se te presente? Este vestido lencero te acompañará en la misión, pues te hará sentir cómoda y ligera, pero guerrera sexy en el camino hacia tu sensualidad. El dibujo que hace alrededor de tu cuerpo estiliza tus curvas de amazona amando y entendiendo sus dimensiones, sean las que sean.  Amazona es un vestido lencero flexible y ligero para mujeres guerreras, sus dibujos enaltecen todas las curvas de tu maravilloso cuerpo, que sea como sea, es perfecto.","Tanga no incluido.Talla: única (45-65 kg aprox.)Limpieza y conservación:Lava esta prenda a un máximo de 30º, y preferiblemente a mano con un jabón suave. Si deseas que retome su elasticidad original, acerca las medias a una fuente de vapor durante unos minutos. 	  ",https://www.amantis.net/amazona-vestido-sexy-cabalgadas/
85,Columpio sexual de amantis,el asistente postural definitivo,"¿Recuerdas tus juegos de infancia? La rayuela, la comba, el escondite inglés…pero sobre todo recuerda la libertad y la emoción que sentías al columpiarte cada vez más y más alto. Gozo absoluto ¿verdad? Pues ese recuerdo se quedará en nada cuando te enseñemos una nueva forma de divertirte con este original columpio pensado para ser usado como asistente postural. No te llevará más alto pero sí más cerca del paraíso.  Porque te permitirá realizar posturas que, hasta ahora, requerían de una fuerza sobrehumana de una manera cómoda y satisfactoria. Porque podrás sentir la penetración como si en gravedad 0 te encontrases, y será más profunda y excitante. Porque le podrás dar el ángulo y la altura que necesites y las diferencias de tamaño en la pareja dejarán de ser un problema. Porque desearéis volver a casa a sacarle todo el partido a vuestro nuevo juguete y experimentar como nunca el morbo y lo que es sentirse libre sin posturas agotadoras e incómodas. Este columpio dispone de tres diferentes correas acolchadas( para la parte media de la espalda/tronco, para las nalgas/muslos y las de las piernas), suaves y cómodas para que no hagan nada de daño en la piel de quien se suspende. Preocuparos solo de pasarlo bien. Dispone también de un perno roscado de ojal que te permitirá colgarlo en el marco de una puerta de madera o en una viga/vigueta del techo de una habitación. El punto del que se fije deberá poder aguantar un peso de hasta 160 kg. Atrévete a disfrutar de esta experiencia única que mezcla el placer de probar tus posturas preferidas suspendida en el aire con la dominación y el fetiche. Estás a un “click” de uno de los juguetes eróticos más excitantes y divertidos del mercado.","Contiene: • Perno roscado de ojal para fijar a un dintel o viga • Cadena y mosquetones de alta resistencia • Muelle • Bastidor metálico • 2 estribos acolchados para la espalda y trasero • 2 estribos acolchados para las piernas • 2 ganchos de conexiónNotas: Supervisa bien la instalación, haz pruebas y confirma que el producto queda bien instalado antes de someterlo a todo el peso. No recomendamos su uso para personas de más de 100 kilos. ",https://www.amantis.net/columpio-sexual-amantis-el-asistente-postural-definitivo/
86,CAMILLE,body camiseta floral con cuello halter de amantis,"Hazte con esta pieza clave para tus looks más sofisticados, sexy y rompedores, combinándolo con tus prendas de calle. Y consigue un look super actual, sintiéndote la más sensual del lugar.Nuestro body camiseta Camille de Amantis, fusiona un delicado y precioso patrón floral con líneas en V, alargando visualmente; figura, escote y una zona pélvica de escándalo.Remata potenciando cuello y hombros con un cuello halter, dejando la espalda al aire y cortando respiraciones a cada paso.¿A que estás deseando sentir tus ingles enfundadas en un Camille?","Características:Pieza única; tejido en malla sin cierres ni costuras.Muy suave y elástico, se adapta a ti como una segunda piel.Braguita no incluida.Composición: 94% Nylon, 6% ElastanoTalla: ÚnicaColor: NegroLimpieza y conservación:Lavar con agua fría y utilizando productos de limpieza suaves o específicos. ",https://www.amantis.net/camille-body-camiseta-floral-cuello-halter-amantis/
87,VIBRA KITTY,Vibrador doble estimulación ¡sin manos!,"Efectivos, prácticos y monísimos... Este es un juguete como los que a ti te gustan. Porque los juguetes y el sexo, no tiene que ser explícito y sí sensual y bello. ¡Como Vibra Kitty! ¿Será a partir de ahora tu mascota preferida?Vibra Kitty es un juguete para la estimulación vaginal y clitoriana. Compuesto por dos brazos con un motor en cada uno, producen doble estimulación en los mayores puntos orgásmicos femeninos: la vagina (y punto G) y el clítoris. Una doble estimulación regulable a lado y lado: toca los ojitos de esta mascota sexual y podrás cambiar los los 7 patrones del vibrador vaginal y las 3 potencias de estimulación del motor del vibrador clitoriano. ¡Y no hará falta que lo sujetes! Su forma ergonómica consigue que quede insertado en tu cuerpo serrano durante largos ratos de placer. Vibra Kitty está hecho 100% en silicona, el material más estable y seguro que existe, y es salpicable. Se carga cómodamente vía un cargador USB que podrás enchufar a la corriente vía un adaptador o bien a tu PC o dispositivo móvil.Para hacerlo vibrar, presiona la «nariz» del bichito durante unos segundos para encender o apagar. Con el botón izquierdo, cambias el patrón de vibración del estimulador vaginal. Con el botón derecho, cambias la potencia del estimulador clitoriano.Venga, ¡dale al On!","CaracterísticasCargador: USB, incluídoColores: púrpura/rosa/negroMaterial: ABS, silicona médicaMedidas: 145 mm de alto por 30 mm de anchoPackaging: caja negra de cartón resistenteConsejos para una buena conservación:· Lavar, antes y después de cada uso con agua tibia y jabón con PH neutro o con Limpín.· Dejar secar al aire libre encima de una superfície limpia como una toalla ",https://www.amantis.net/vibra-kitty-vibrador-doble-estimulacion-sin-manos/
88,YANTA,la potencia con control,"En el sexo también cambiamos de marcha, frenamos, aceleramos, echamos de freno de mano, recibimos impactos inesperados y necesitamos mantener la dirección.Por eso YANTA será uno de tus aliados a la hora de lanzarte en este apasionado viaje. Como su propio nombre indica, tu pene crecerá, cumplirá la función de aumentar la presión sanguínea y aumentará el control eyaculatorio.Pasa tus testículos entre sus huecos ayudando a tu miembro a llevar el ritmo y no saltarse ningún límite de velocidad. Las anillas en los testículos te ayudan a tener más control. Y no solo eso, sino que en su base harán que el motor de tu erección tenga gasolina para seguir sin repostar. ¿Estrenas Yanta?","Anilla para peneMaterial: Silicona MédicaMedidas: 4,9 cm de diámetro y 3,4 de ancho.Sumergible¿Cómo se utiliza la anilla dobole YANTA?Para utilizar esta anilla es recomendable esperar a tener una erección y para su fácil inserción es recomendable que utilices algún lubricante de agua como Desliz! Es importante que la anilla se adecue el tamaño de tu pene para que haga su función correctamente y no apriete más de lo debido. ¿Cómo saber si es un tamaño adecuado para mi? Calcula el diámetro de tu pene o del conjunto de tu pene y testículos. Réstale 3 mm para que la anilla quede prieta. La anilla debe presionar pero ¡no apretarte hasta el desmayo! Asegura que una vez colocada te cabe un dedo estirando la goma. Colócala con el pene semierecto y lubricante Úsala máximo 20-25 minutos y no te quedes dormido con ella. ",https://www.amantis.net/yanta-anilla-doble-pene/
89,BOMBONS,delicias anales de silicona,"Uno de esos momentos... Estáis de noche en vuestro sofá, fuera llueve, y os apetece algo muy dulce. Una caja de bombones... mmmhhh... A ver, cual cojo... éste, o mejor éste otro... En amantis te ofrecemos nuestra particular caja de bombones... anales. Dos bombones en forma de plugs de distinto tamaño, y de una suavidad y flexibilidad sorprendentes, y de postre dos tiras de bolas tailandesas, fáciles de agarrar gracias a su base curvada: podrás asirlas y meter y sacar, meter y sacar.... al ritmo que el cuerpo pida, y probar las diferentes formas que tu nueva caja de bombones de amantis te ofrece. Estos bombones son 100% de silicona médica, son de una suavidad y ternura deliciosa, pero resistentes y seguros. Podrás hervirlos o meterlos en el lavavajillas si quieres una higiene total. La silicona médica es el mejor material para disfrutar del placer anal. simplemente aplica unas gotitas de Desliz! anal antes de empezar a descubrirlos y entrégate a sus deliciosas formas.   Ideal combinación de tamaños y formas para iniciarse placenteramente en el sexo anal. En el caso de las bolas tailandesas, con sus diferencias de grosor, experimentarás eléctricas sensaciones al pasar de una bola más pequeña a una mas gordita..¿Qué dices? ¿Apetece un bombón?","  · 2 bolas tailandesas + 2 plugs anales  · 100% silicona médica  · Base de seguridad amplia para evitar accidentes  · Limpiar con limpín jabón bactericida antes y después de su uso  · Materiales seguros, no contiene ftalatos  · Mantener en lugar seco  Medidas: Bolas Thailandesas medianas: 			Longitud insertable: 12 cm 			Diametro bola pequeña: 2 cm 			Diametro bola mediana: 2.5 cm 			Diametro bola grande: 3 cmBolas Thailandesas grandes: 			Longitud insertable: 16 cm 			Diametro bola pequeña: 2 cm 			Diametro bola mediana: 2.5 cm 			Diametro bola grande: 3 cm 			Diametro bola súper grande: 3.5 cm  Plug mediano: 			Longitud insertable: 9 cm 			Diametro mínimo: 1 cm 			Diametro máximo: 2.5 cm  			  Plug grande:  			Longitud insertable: 11 cm 			Diametro mínimo: 1.5 cm 			Diametro máximo: 3.5  ",https://www.amantis.net/bombons-delicias-anales-silicona/
90,GALGA,sofisticadas braguitas_arnés de amantis,"¿Eres una perra que busca sencillez pero al mismo tiempo elegancia?En AMANTIS te animamos a ser todo lo perra que tú quieras. Pero una de esas perras que puede elegir el arnés que quiere ponerse. Por eso no paramos de ampliar la colección y traer nuevos modelos en donde todas podáis elegir el que mejor va con vosotras. El arnés GALGA de amantis es un arnés de polipiel, es decir un fiel imitador al cuero pero sin ningún sufrimiento animal, para aquellas que gozan de todo lo que suscita la apariencia de este material así como su contacto con la piel. El arnés GALGA tiene un diseño triangular con una anilla de metal que coincide con el vértice inferior, y a su vez con tu bonito monte de Venus. De esta anilla de metal sale otra tira ajustable que se unirá en el medio de la tira que sujeta las lumbares siguiendo la línea que separa nuestros glúteos, es decir, como si fuera un tanga de toda la vida. La anilla metálica tiene un tamaño estándar que la hace compatible con la gran mayoría de tamaños de dildos, siempre que cuenten con base o ventosa.¿Ya sabes con qué tipo de dildos puedes empezar a ladrar? Conoce nuestra colección de dildos realisticos Avatar o nuestros Glups! o Lizo.",Composición: 100% Poliéster Talla: ÚnicaColor: Negro y rojoLimpieza y conservación: Lavar con agua fría y utilizando productos de limpieza suaves o específicosDildo no incluido ,https://www.amantis.net/arnes-galga-braguitas-arnes/
91,MANOMBA Cresci,bomba de succión manual de amantis,"Todo los que deseas está al alcance de tu mano… mejor dicho, de tu ¡Cresci! Os presentamos esta bomba de vacío manual con la que conseguirás resultados increíbles.El tubo cuenta con unas medidas de 20cm de largo y 6cm de diámetro, con lo que no tendrás que preocuparte por el tamaño. Céntrate en ti mismo y en tu miembro, verás cómo todo fluye mientras la bomba hace su trabajo.Aplica la cantidad de lubricante a base de agua que creas necesario, introduce el pene a través de su suave funda y ve apretando y soltando el gatillo manual en repetidas ocasiones. Esto provocará que se cree un vacío y que tu pene comience a crecer al unísono. A continuación, aprieta el botón para liberar el vacío sin perder el tamaño conseguido. Repite esta acción hasta conseguir la firmeza deseada.La goma de entrada es bastante ajustada, pero puedes comprar los recambios M o L aquíPor último, una vez consigas esa pedazo de erección, ponte en la base del pene una de las 3 anillas flexibles que vienen incluidas para mantener tu miembro bien erecto.Aumentarás de tamaño, conseguirás erecciones más potentes y prolongadas… Cresci se convertirá en tu mejor aliada allá donde vayas.","Bomba de succión manualGoma de entrada  Medidas Diámetro interior 1.3cm - Diámetro exterior 7cm3 anillas incluidasMedidas:Tubo: 20cm de largo x 6cm de diámetroGatillo: 7,5cm de largo x 5,6cm de anchoAnillas: 18mm (56mm total), 23mm (67mm total) y 26mm (80mm total)Material:Funda: Silicona MédicaTubo: ABSGatillo y tubo externo: PVCColor: Negro y TransparenteUtiliza tu lubricante con base de agua favorito para cualquier tipo de juego sexual y obtener así, la mejor experiencia. No olvides lavar siempre tus juguetes después de cada uso con un limpiador específico, como nuestro spray limpiador Limpín. Mantén tus juguetes separados entre sí, en un lugar seguro y seco. Puedes utilizar nuestras bolsas de satén en diferentes tamaños. ",https://www.amantis.net/manomba-bomba-succion-manual-amantis/
92,SWAN,Vibrador con succión sónica,"Los juguetes eróticos son herramientas de uso íntimo para otorgarnos placer. Gracias a la visibilización y aceptación de los mismos podemos ir dando paso a juguetes que se salen de canon e investigan nuevas formas de estimularnos.Es el caso de SWAN, un juguete que por su peculiar forma sinuosa no para de seducirnos nada más verlo. SWAN se sale de la forma tradicional de los juguetes que teníamos hasta ahora, y se postula como una nueva opción que tiene un sinfín de usos.SWAN es un juguete que tiene doble estimulación, en uno de sus extremos encontramos un brazo vibrador con una curva pronunciada y con la punta redondeada. Este bracito se convertirá en nuestro mejor colega para explorar zonas G o próstatas ya que su curvatura nos ayudará a hallar los puntos más escondidos y placenteros de nuestra anatomía.En el otro extremo encontramos una pequeña boquilla con una succión sónica muy focalizada y profunda. Por si no lo sabías, los succionadores de clítoris sónicos consiguen que la estimulación no solo se aplique al glande externo del clítoris. Gracias a sus toques rítmicos, a través de sus ondas longitudinales, también masajea sus raíces internas haciendo que los orgasmos sean mucho más intensos y expansivos. Agárrate bien porque aunque los SWANs no vuelan, creenos que este sí te hará volar a ti.SWAN cuenta con una base de carga dónde podrás apoyarlo y cómodamente cargarlo, algo que nos resultará especialmente útil para mantener la higiene del juguete.¿Cómo de bonito es alternar diferentes estimulaciones y no quedarnos siempre en la misma sensación? Con los juguetes eróticos se juega, y jugando se aprende, así que te proponemos que aprendas a escuchar lo que te pide el cuerpo y que, con las infinitas posibilidades que SWAN te ofrece, explores todas las opciones.No olvides que los juguetes son un elemento maravilloso para introducir en las relaciones, al tener dos lados que se usan de manera alterna, este juguete tiene muchas papeletas de convertirse también en un juguete compartido en todo tipo de relaciones sexuales.","Vibrador con succión sónicaMateriales: Silicona de grado médico + ABSColores: azul y púrpura2 horas de uso continuado120 minutos para una carga completa.9 modos de vibraciónSumergible IPX7Recargable (cargador USB incluído)SilenciosoComo se usa SWAN - Vibrador con succión sónicaEs muy importante generar deseo antes de disponernos a estimular nuestro cuerpo, te animamos a que te excites con aquello que te encienda por dentro, ya sea la música, alguna fantasía o recuerdo, o algún estímulo visual.Tu cuerpo te irá diciendo qué ritmo e intensidad necesita, te sugerimos que apliques un lubricante de base acuosa como Desliz! a tu vulva dando un suave masaje para despertar todas las terminaciones nerviosas y prepararla para un viaje intenso de sensaciones fuertes.Comienza activando las vibraciones del bracito curvado y úsalo haciendo movimientos circulares en la entrada de tu vagina. También puedes usar esta vibración para estimular cualquier parte erógena del cuerpo. Cuando el cuerpo te lo pida puedes comenzar a introducirlo con la parte redondeada mirando hacia arriba tanto para estimular la zona G como para la zona P. Te sugerimos movimientos de palanca articulando el juguete desde arriba hacia abajo sin que pierda su eje.Cuando sientas que el deseo se ha generado y que tu cuerpo comienza a estremecerse, puedes empezar a estimular tu clítoris con la vibración del bracito, y a su vez posar todo el juguete sobre tus labios internos y externos provocando así que el placer se expanda a todos los rincones de tu genital. Lo más sensible, y por tanto lo último que debería ser estimulado es el clítoris, que solo cuando sientas que él te lo pida puedes aplicarle la succión sónica, y a su vez y alternar con la estimulación de zona G.Se nos ocurre que explores con tu pareja diferentes posturas, ya que la alternancia de los brazos os permitirá compartir y encontrar una sincronía que parecerá que iréis en la bicicleta tándem del placer.Por último, te recomendamos que lo laves antes y después con nuestro jabón bactericida Limpín. ",https://www.amantis.net/swan-vibrador-succion-sonica/
93,Átame_Fácil DELUXE,Kit de cama universal XL de lujo,"El famoso Kit de cama Átame-Fácil de amantis ahora disponible en versión DELUXE. Para aquellos que queremos siempre un poco más os presentamos el nuevo Kit de cama Átame Fácil DELUXE. Se adapta perfectamente a todo tipo de camas (hasta tamaño King Size) y dispone de acabados de mayor calidad (correas y esposas acolchadas más anchas y más resistentes). Restricción de movimiento total para experiencias de lujo. Un Kit de cama para atar o atarte al colchón, sin instalaciones complicadas ni riesgos, no necesitas ser expert@ en nudos solo contar con la persona adecuada y la picardía necesaria. Lo que hagas después solo queda entre este Kit de cama, tú, tu pareja... ¡y tu colchón! Dispone de cuatro abrazaderas regulables de suave interior (dos para las muñecas y otras dos para los tobillos) unidas por cintas de nylon y uniones de quita y pon, por si deseáis moveros de vez en cuando sin necesidad de retirar las abrazaderas de vuestras extremidades. Gracias a su sistema de velcros muy resistentes, podrás ajustar las abrazaderas a cualquier grosor de muñeca o tobillo, y todo en un santiamién. Su banda central une los cuatro extremos (que pasará bajo tu colchón) de forma regulable para cualquier tamaño de cama, tu amorcito o tu mism@ quedaréis sometid@s al ingenio de vuestr@ amante… y a vuestra compenetración más privada. Fácil de instalar, fácil de disfrutar, fácil de adaptar a cualquier tamaño de cama, y fácil de guardar (tan solo escondiendo las abrazaderas que sobresalen bajo el colchón). Pero tan difícil describir todas sus posibilidades.... que dejamos ese trabajo para tus fantasías más osadas.¿Te atreves a atreverte?","Dimensiones máximas de las cintas tamaño DELUXE: 300cm cintas horizontales (ideal para camas de hasta 2.60, pero al ser regulable también sirve para camas más pequeñas) 120cm cinta vertical ",https://www.amantis.net/atame-facil-deluxe-kit-cama-universal-xl-lujo/
94,KLEIN,"Pene realístico de 13cm. Amable, educado y muy suave","Se amplía nuestra familia de dildos Realistas, y es que un nuevo pequeño en la descendencia siempre es una alegría.KLEIN de Amantis es nuestro hermoso dildo realista de tamaño más reducido que sus primos y hermanos, pues con sus 13 cm insertables y 3 cm de diámetro es apto para jugar en multitud de escenarios.Además de testículos que facilitan su agarre y movilidad, KLEIN cuenta con una ventosa que aumenta sus posibilidades en duchas, azulejos, muebles y paredes; y claro, ¡perfectamente compatible con tu arnés de anillas!Muy flexible pero contundente, abraza a nuestro KLEIN con cariño… cuídalo con nuestro lubricante en base acuosa Desliz y mímalo con Limpín, nuestro limpiador bactericida y ¡¡¡ larga vida a Klein!!!",· Largo practicable 13 cm (largo total 18 cm)· 3 cm diámetro.· Fabricado en TPE (sin alergias ni olores)· Ventosa adherente a superficies planas· Tacto súper real· Compatible con arnés universal de amantis ,https://www.amantis.net/klein-pene-realistico-13cm-amable-educado-muy-suave/
95,COCÓ,body de tirantes con orificio estratégico de amantis,"Te encanta cómo sienta y cómo tersa tu piel la tela de rejilla pero tú eres un poco más dulce y no te va tanto el toque kinky…He aquí la seducción hecha prenda para ti.Body Cocó de amantis, es hiper elástico, suave y adaptable a tu cuerpo como el tejido de rejilla pero con un diseño de patrón barroco, a rayas y mini florecitas interminables, digno de novela francesa.Y si te gusta esta línea, recuerda que también disponemos de este modelo en su versión medias con liguero Rococó.Sal con él puesto bajo un vestidazo, elevarás tu look directamente a otra liga y te sentirás diosa del erotismo. De una sola pieza y abertura en la zona genital, te embriagarás de sensualidad y te verás divina al poder dejártelo puesto en todo momento.Y a la hora del juego te verás vestida pero irás desnuda… ¡Maravilla!","Pieza única; tejido en malla sin cierres ni costuras.Muy suave y elástico, se adapta a ti como una segunda piel.Tanga no incluido.Composición: 94% Nylon, 6% ElastanoTalla: ÚnicaColor: NegroLimpieza y conservación:Lavar con agua fría y utilizando productos de limpieza suaves o específicos. Consejo: para conservar los productos de rejilla en perfecto estado y sin peligro de enganchones, te recomendamos que te hagas con bolsitas de satén individuales de amantis. ",https://www.amantis.net/coco-body-tirantes-orificio-estrategico-amantis/
96,INLUB,Lubrica tu interior con precisión,"Estás ante el aliado perfecto para aplicar lubricante justo donde lo necesitas: en tu interior.Tienes dos opciones para rellenarla: Pon su punta dentro del tarro de tu lubricante favorito y tira de la anilla para que su interior coja tanta cantidad como necesites. O puedes extraer completamente su émbolo y rellenar su tubo con tu lubricante.Sea como sea, disfruta de un deslizamiento preciso y sin derrames en cualquier práctica con penetración. Su diseño firme y delgado es fácil de usar hasta principiantes y su suave punta redondeada facilitará su entrada en cualquier orificio de tu cuerpo. Incluso puedes usar tu INLUB para rellenar tu masturbador preferido.Tan simple como imprescindible.","Medidas: Longitud total 16cm, insertable 10 cm. Ancho 1,4 cmInyector de lubricanteMaterial: ABSFácil de usarCompatible con toda clase de lubricantes ",https://www.amantis.net/inlub-aplicador-lubricante/
97,KING,vibrador de silicona con rotación real,"Grande, Carnal, Vigoroso y Poderoso. Llega King a amantis, un juguete fálico muy realista con vibración y rotación. Dotado con nueve patrones diferentes de vibración, también se permite el lujo de rotar sobre sí mismo, y por ende, de buscarte el placer en los rincones más recónditos de tus zonas erógenas. Dedícate en cuerpo y alma a retozar por el Punto G o a buscar la zona más profunda de la vagina; o si buscáis placer anal, a explorar las mejores notas del punto prostático. Su sedoso material combinado con las estrías realistas, seducirán vuestra carne trémula. Eso sí, los gemidos, quedan de tu parte, pues este aparatito de placer se jacta de ser silencioso como ninguno. Y como los avanzados de su época, se carga mediante USB y es 100% sumergible.Usar este instrumento de placer es más que fácil a través de sus dos botones. El apagado y encendido se efectúan con el botón superior, que presionaremos seguido durante 3 segundos. Para cambiar el patrón de vibración, presionaremos el botón superior; para cambiar la rotación, el inferior. ¡Pero al loro! Porque además el falo permite que puedas orientar su glande para conseguir un pene recto, cóncavo o convexo. Y si te parece un poco grande puedes echar un vistazo a sus hermanos: PRINCE y KING II ¿Cómo te quedas? ¡Enamoradx!Pues ya sabes lo que tienes que hacer si lo quieres ver retozar entre tus sábanas.","CaracterísticasMedidas: 24 cm longitud total, 16 cm insertables y 5 cm de diámetro en su parte más ancha. Medida del glande: 3,5 cm de diámetro máximo.Batería: USB. Dispone de una autonomía de hasta 2 horas.Color: violeta, carne o fucsiaDiseñado en: Alemania.Limpieza: límpialo con agua caliente o jabón neutro. Sécalo con algún paño o toalla sin pelusas. Guárdalo en un sitio fresco y seco.Material: Silicona médica en el falo; ABS en la base.Recomendaciones: mejor si usas lubricante de agua Desliz!. Vuestra relación fluirá mejor ;) ",https://www.amantis.net/king-vibrador-silicona-rotacion-real/
98,EISSELY,medias abiertas para recorrer,"Que las medias son un complemento súper favorecedor, eso no es ningún secreto, pero ¿cuántas se habrán roto en su primer uso tras una noche de desenfreno? En amantis pensamos como satisfacer cada uno de tus deseos, por eso estas medias con abertura son perfectas para lucir en público… ¡y en privado! porque tienen acceso directo a tus zonas más calientes: donde quieras y cuando quieras.Con un precioso estampado floral que queda sexy a rabiar y un diseño de cintura alta, estas medias de red se adaptan perfectamente a cada tipo de cuerpo, resaltando tus curvas sin marcar o apretar.Porque la seducción y la comodidad no son incompatibles. Si todavía no te has decidido, mira el precio y llévatelas ya.","Medias con abertura Talla: única, desde una 36 hasta una 46Color: negroLimpieza y conservación:Lava esta prenda a un máximo de 30º, y preferiblemente a mano con un jabón suave. Si deseas que retome su elasticidad original, acerca las medias a una fuente de vapor durante unos minutos. ",https://www.amantis.net/eissely-medias-abiertas-recorrer/
99,KINOKO Vibrador masajeador mágico,,"¿Quieres meterte un viaje de placer y sentir cosas alucinantes? El sexo puede ser la droga más natural que tenemos, algo completamente saludable que nos evade, nos hace viajar y salir de nuestra mente racional.Y no hablamos solo del momento del orgasmo, todo lo que consideremos erótico es un viaje. Los masajeadores que tenemos en amantis buscan una estimulación de los receptores sexuales para mejorar nuestra energía sexual y el vibrador KINOKO es uno de nuestros grandes aliados.KINOKO es una seta vibradora que nos hará alucinar, un vibrador masajeador suave, pequeñito y manejable, muy potente y con un diseño muy cuqui inspirado en nuestra querida naturaleza. KINOKO es muy fácil de usar, tiene un solo botón con el que podrás activar 3 intensidades de vibración. Continua así como 5 ritmos vibratorios con diferentes patrones que te permitirán enriquecer el juego y alargar el viaje. Al ser de un tamaño bastante reducido, ¡tan solo mide 8 centímetros!, podrás llevártelo a dónde quieras y acceder a zonas recónditas en todo tipo de cuerpos.Con este masajeador experimentarás un viaje sin vuelta atrás, una vez despegues llegarás a lo más alto. Siente sus efectos en tus carnes, la duración e intensidad del viaje depende de ti, así que enciende KINOKO y ¡buen viaje!","Masajeador corporal 5 potentes patrones de vibración.3 intensidades de vibración continuaInterfaz sencilla con un solo botónColor: rosa intenso, azul y negro.Elaborado en silicona médica de alta calidad.Tacto suave.Recargable 5V (cable USB incluido) Completamente sumergible.Tiempo de carga: 60 minTiempo de uso: 40 minTamaño: 33mm*87mmPeso: 60gComo se usa el vibrador masajeador KINOKOTe va a encantar la simpleza con la que funciona este vibrador masajeador, ¡solo tiene un botón!Comienza presionando simultáneamente durante 3 segundos hasta que la luz se encienda. Si sigues con pulsaciones cortas podrás ir cambiando en las tres primeras opciones de intensidad, y en las cinco siguientes encontrarás diferentes combinaciones rítmicas.Si viajaras a una ciudad no solo visitarás la plaza principal, sino que probablemente te gustará perderte por sus calles. Pues con nuestro cuerpo pasa lo mismo, todo nuestro cuerpo es un genital, y mola irnos de viaje por todos los rincones para luego acabar en la plaza principal.Así que, puedes comenzar por cualquier parte del cuerpo y recrearte en ella para deshacer nudos, descargar pensamientos o energizar zonas dormidas, y si nos apetece terminar el viaje bien arriba, masajear genitales y disfrutar de un buen y deseado orgasmo. ",https://www.amantis.net/kinoko-vibrador-masajeador-magico/
100,FLOTT,columpio sexual para puerta de amantis,"Te presentamos el columpio sexual para puerta de amantis FLOTT. Es un columpio del amor y la pasión para practicar sexo salvaje tras la puerta de tu casa, o de tu cuarto, de la cocina... la que más os ponga. Tan solo tendrás que colocarlo, sencillamente, pasando los topes por encima de la puerta y dedicarte a realizar tus fantasías más salvajes disfrutando de posiciones imposibles cómodamente y como si flotarais en el aire.  Así es FLOTT.La instalación es muy sencilla: 1. Coloca los tubos acrílicos en la parte superior de la puerta abierta. 2. Cierra y asegura la puerta. 3. Acomódate sobre el asiento acolchado. 4. Sujétate en las cintas e introduce los pies en las correas inferiores para mayor comodidad. 5. Ajusta las cintas a una altura cómoda. 6. Y a disfrutar de un paseo salvaje!! Soporta hasta 136 kilos. 100% Ajustable a cualquier puerta.",,https://www.amantis.net/flott-columpio-sexual-puerta-amantis/
102,ARMOUR ALAS,Armadura sexual BDSM con alas,"Las prendas de la cultura BDSM han inundado los escenarios nocturnos y cotidianos, ya no nos extraña ver cuerpos adornados con ítems de esta práctica fetichista. En amantis queremos hacer que tengas al alcance un amplio catálogo para que esta cultura visual siga creciendo y llegue a más gente.ARMOUR ALAS es una armadura sexual de pecho y hombros de cuero vegano, botones de metal y anillas. Su estética nos lleva al mundo animal por su fácil comparación con un murciélago; su color negro y sus alas picudas en nuestros hombros.Se cruza en tu escote y en tu espalda, y ambos cruces cuentan con dos anillas de metal de las cuales salen cuatro tiras de cuero vegano. Tanto por delante como por detrás, las tiras se enganchan a través de hebillas a las mangas de murciélago. Vamos, toda una fantasía de alto vuelo.El material del que está hecho es cuero vegano; un tipo piel sintética que imita al cuero, pero que no está testado con animales. Todas las tiras cuentan con botones de metal con los que podrás ajustar esta armadura a las dimensiones de tu cuerpo.Este modelo no es una única pieza si no que está dividido en dos. Una de ellas es la sujeción cruzada de la espalda que está unida a las mangas de murciélago. Estas mangas a su vez tampoco son fijas, sino que tienen sistemas de sujeción con hebillas adaptables a diferentes tamaños de bíceps.La segunda pieza de la que se compone ARMOUR ALAS es la sujeción cruzada delantera, que viene por separado, lo cual hace que podamos adaptar esta pieza a diferentes tipos de cuerpos o incluso curiosear otras maneras de lucirlo.Recuerda que puedes usar este complemento sólo como elemento decorativo y que si lo usas para juegos de dominación y sumisión, es importante tener en cuenta el principio fundamental del BDSM, el SCCP (sexo seguro, sensato, consensuado y placentero) y no olvideis tener una palabra de seguridad que nos ayude a entender si algún límite está siendo sobrepasado.","Armadura de pecho y hombrosCuero veganoTiras ajustablesApto para veganosColor: negroCómo se usa la armadura de pecho ARMOUR ALASAntes de empezar con juegos de dominación es importante la comunicación y los límites que establezcamos con nuestra amante. Entender que esto es un juego y que la persona con la que estamos jugando está cómoda y disfrutando forma parte de un sexo seguro y placentero. Este arnés es un complemento a tu cuerpo, disfrútalo como tal y déjate llevar por él, puedes transitar diferentes estados cuando lo lleves puesto y encontrar placer en su tacto. ",https://www.amantis.net/armour-alas-armadura-sexual-bdsm-alas/
