Unnamed: 0,ID,DATE,RATIO,ID_USERS,COMMENT
801,53,2023-11-03,3,1677,"Hace mucho ruido, estas viendo una peli y se escucha perfectamente la vibración"
802,53,2023-10-26,5,922,"Es maravillo para calentar a tu pareja, de verdad la puso super mojada allí abajo, y como tienes el control sobre ella con el control, solo te toca verla disfrutar de placer, 100% recomendado."
803,53,2023-10-26,5,589,"Pequeño y discreto, pero grande por el placer que proporciona, muy recomendable."
804,53,2023-09-13,4,255,"Cumple con su función , excitar a mi pareja, la deja muy bien lubricada.Lo utilizamos tanto en casa como fuera, fue una experiencia divertida.Hace poco ruido, pero si estás en un lugar donde no haya ruido,se puede escuchar su sonido.Lo recomiendo para divertirse."
805,53,2023-09-01,5,532,"Comprado en tienda para mi pareja, y muy bien. Uso muy cómodo, tamaño perfecto y función excelente."
806,53,2023-06-15,5,161,"MA RA VI LLO SO!! Me lo regalaron hace tiempo y aún no lo había estrenado, el finde pasado fue el cumpleaños de mi pareja y decidí sorprenderle (aunque quien acabó más sorprendida fui yo jajaja)Es muy suave, no se mueve gracias al imán, es cómodo, se adapta bien y es SUPER POTENTE!Genial para ir por la calle, a hacer la compra, o de copiloto en el coche jajajaLo podéis usar también como vibrador externo por todo el cuerpo... una pasada!"
808,354,2023-10-01,5,532,"Excelente juguete, muy economico y funciones buenas"
809,354,2023-08-15,4,346,"Vibrador muy potente. Apenas podemos pasar del punto 2 de velocidad sin que cause molestias a mi pareja. Pero por lo demás, en el punto 1 o 2 de velocidad va muy bien. En cuanto al patrón de vibración, el que más le gusta es el 2 o el 3. El calor también es agradable, aunque gasta bastante batería. Había grabado un vídeo para que se viera la vibración incluso en el punto más bajo, pero las reseñas solo admiten audio o imágenes. La imagen que adjunto es un fotograma del vídeo."
810,354,2023-06-24,4,735,Yo ya lo he comprado por segunda vez lo tengo desde hace 2 años y medio y es genial para tu intimidad y en pareja pero siempre se me a roto por donde se recarga y no hay repuesto es lo único que le falta.
832,35,2024-01-04,5,1084,"Hacia tiempo que no tenía un juguete de estas características. Así que bueno he de decir que supera a los anteriores.El tacto exterior muy agradable, bastante conseguido el diseño y la forma de los labios.El interior muy texturizado, da muy buenas sensaciones solo introduciéndolo.Es lo suficientemente pesado como para apoyarlo en una superficie y solo dejarte llevar. También cómodo para usarlo a tu gusto con el movimiento de tus manos. O que lo agarren y tu seas quien mueva las caderas.Me ha impresionado, hay que lubricar bastante, y la limpieza aunque es un juguete casi cerrado es bastante sencilla dentro de este tipo de articulos"
833,35,2024-01-02,5,1281,"Espectacular. Siento discrepar en lo de hiperrealista, es infinitamente mejor que muchos reales segun mi experiencia. Lo siento chicas pero no es un menosprecio al real es que no sé qué han metido ahí dentro. También es verdad que algo natural sufre cambios y momentos y esto está hecho específicamente y estudiado para eso. Con mi mayor cariño para tod@s. Un saludo"
834,35,2023-12-19,5,1673,"Buen producto con buenas medidas,Lo compre en oferta y merece la penaPara limpiarlo correcto"
835,35,2023-12-13,5,1495,Lo mejor que he probado en mucho tiempo. Realista por fuera y blando al tacto. Por dentro la sensación en la penetración es indescriptible y muy placentera. Lo he usado con unas gotas de lubricante y realmente se disfruta hasta llegar al éxtasis. Con el producto limpiador no quedan olores y sigue como nuevo tras varios usos.El envío fue muy discreto y la caja es también discreta por fuera
836,35,2023-12-10,5,861,"Me parece muy realístico, tiene un buen peso y tacto piel real, única pega podría ser la limpieza porque es profundo, pero le coges la maña, los labios también los podían haber hecho más estéticos, pero por lo demás interiormente da una sensación que no he tenido con ningún otro consolador."
837,35,2023-11-23,5,865,"La mejor vagina que he probado de Amantis, sensación hiperrealista e indescriptible. Una pasada, con esto te oirán los vecinos de las ganas que tendrás de ver y sentir el cielo. Su peso hace que puedas dejarla en una superficie sólida o la cama y te dediques solo a disfrutar. Se lava fácil y si tienes el pene grueso, como la entrada de la vagina es grande, no terminarás rajándola como me ha pasado con otros masturbadores de esta página que al final he terminado rompiendo del uso."
838,35,2023-06-16,5,324,"Primero decir que es mi primer juguete para mí, me ha sorprendido mucho la verdad, su material de real skin es perfecto, su tacto textura y internamente hiper realista, con decir que suelo ser silencioso y mena oído hasta la vecina (pero de verdad me a oído) llegar al cielo.Lo recomiendo encarecidamente.Muchas gracias Amantis, por cierto: servicio rápido y discreto."
839,100,2023-06-21,4,606,"Cumple su objetivo. La presentación del paquete deja algo que desear ya que da la sensación de aparato comprado en el mercadillo, lo que no da mucha confianza. También se echa en falta información sobre materiales, presencia de ftalatos etc. Aún así mí pareja lo prefiere a los succionadores, es bastante potente (también ruidoso) y con la excusa del masaje da bastante juego.Si tuviera que comprar otro masajeador, elegiría un modelo que diera más información sobre los materiales."
840,42,2024-01-13,5,1371,"Me encanta este plug, mi pareja lo utiliza y podemos hacer cosplay con él. Genial, super práctico."
841,42,2023-10-22,5,136,Es un buen juguete para jugar con tu pareja ya que así puedes darle riendas suelta a tu imaginación
842,42,2023-09-07,5,254,Me he comprado el plug cola de zorro marrón y estoy encantada.Al tacto es súper sueve y agradable y con respecto al plug metálico me encanta el tamaño porque al ser de un tamaño pequeño lo hace ideal para gente que probamos este producto por primera vezEs súper erótico
843,42,2023-08-27,5,606,Es un producto muy fantasioso.Nos encanta.Una parte positiva es que el tamaño del plug para colocarlo no es muy grueso.
844,42,2023-08-02,5,684,"Visualmente, ver a tu compañera a cuatro con la cola de zorro hace que te conviertas en otro animal."
845,42,2023-07-30,5,265,"Un placer,y morbo tanto llevarlo tu, como tú pareja,nos ha encantado"
856,9,2024-01-17,5,604,"La verdad es que para lo pequeño que es está muy bien, pero yo le hubiese puesto un poco más de potencia, para más sorpresa de todos."
857,9,2023-12-26,5,322,Me parece que tiene un tamaño ideal y discreto para llevar y fácil de usar durante las relaciones sexuales.
858,9,2023-08-25,5,513,"Como uso individual, que es el que yo le he dado, es perfecto para sentir cosquilleo y placer"
859,9,2023-07-23,5,606,Es pequeño y discreto. Lo mejor que se puede guardar en cualquier lado si no quieres que te lo pillen. Ahora solo falta probarlo.
860,12,2023-08-27,5,606,"La presentación del producto es perfecta.La duración de la batería es muy buena y su modo de vibración es espectacular.En palabras de ella, la colocación puede ser algo complicada, pero una vez colocado, va bastante bien.Nos falta probarlo más veces, pero tenemos muy buena sensación."
861,12,2023-08-07,1,911,"No nos ha gustado y no creemos que mejore a Tandem 1 que también tenemos. No es más flexible y, además, siendo más corto, es aún más difícil de usar. Introducido en ella, el dildo apunta tan hacia arriba que se le queda pegado ""al ombligo"" y, si intentas separarlo tirando de su supuesta flexibilidad, se sale. No es nada fácil usarlo y hace bueno a Tandem 1, que tampoco nos maravillaba."
862,12,2023-08-02,5,907,"Muy bueno,buena la duración de la batería,tamaño muy bien.en general muy bueno"
863,12,2023-07-24,4,485,Would have been really nice if tandem 1 penis head was used in this.
878,40,2023-12-16,4,936,"Extremadamente suave aunque algo más grande de lo que esperaba para ser el ""pequeño"""
879,40,2023-12-12,5,239,"¡Qué descubrimiento! De tamaño perfecto, suave y sensual. Ahora sólo falta que no nos peleemos por disfrutarlo..."
880,40,2023-12-07,5,168,"Perfecto.Cogí el tamaño grande con dudas de si quizás me había pasado pero para nada. Bien es verdad que este tamaño no es para cualquiera pero en mi caso, perfecto, en ese punto de reto pero totalmente asumible.Lo mejor la textura. Es muy suave, textura sedosa y con un tacto que parece darle cierta calidez. La rigidez yo la encuentro en un punto bastante ajustado, quizás podría ser algo más flexible pero también le aporta una consistencia que permite embestir con más control.El color,(morado) le da un toque de distinción que no tienen otro juguetes, me encanta.De momento la ventosa aguanta aunque por su tamaño parece que no va a ser así.En el arnés encaja a la perfección quedando muy bien sujeto.Pocas pegas le puedo poner"
881,40,2023-10-29,5,102,Compré el tamaño mediano para pegging y es un dildo de doble densidad muy bueno. La parte mas como podéis ver está en la punta. La foto es con el arnés corsé basic de amantis y se adapta genial.
882,40,2023-10-18,5,1197,"perfecto tamaño el mediano, suave y cómodo, recomendado para strap"
883,40,2023-09-01,5,103,"Me compré el Lizo 2 grande color turquesa, la textura suave, es blandito, el color me gusta, y la ventosa va bien! La medida perfecta aunque al principio pensé que seria demasiado grandeLo recomiendo!Al ser silicona se le engancha un poco polvo y pelusillas asi que lo utilizo con condon"
884,40,2023-08-30,5,840,"El tacto es muy suave, es flexible y la ventosa es muy fuerte. Es ideal para usar sola o en pareja. Si tienes dos se pegan entre si y se pueden usar al mismo tiempo. Lo recomiendo"
885,40,2023-07-30,5,1224,Cogimos el tamaño más grande y ha sido todo un acierto. Necesitábamos algo más grande y este cumple su función. El color me ha gustado también. Genial para usar con el arnés. Deseando comprar otro para probarlo a modo de dildo doble.
886,40,2023-07-28,5,882,"Para intercambiar los roles y dejar la iniciativa a mi mujer, nos decidimos a comprar este modelo (tamaño pequeño) que tiene forma real y tacto suave y agradable. Le encantó vérselo puesto y más utilizarlo. Con un poco de paciencia y mucho lubricante, pudimos disfrutar de la nueva experiencia. La puerta de atrás no deja de sorprenderte y te da unos nuevos placeres que no había experimentado antes. Con ganas de volverlo a utilizar. Muy recomendable para iniciarse."
887,40,2023-07-11,4,606,"Depende del uso que vayas a darle, para uso vaginal el pequeño se nos ha quedado un poco estrecho, habrá que probar una talla mayor. La ventosa en superficies lisas se adhiere bien y aguanta el movimiento."
888,40,2023-07-10,5,1163,"Este de la foto es tamaño pequeño. El color es un petróleo muy bonito. La textura es extremadamente suave al tacto. Tiene una ligera curvatura que es muy divertida para estimular ciertos puntos. Para mí, que sea blando le suma muchísimo porque es un poco más natural la sensación que con los que son rígidos.Todavía no he probado cómo se mantiene en un arnés, la sopapa bien colocada en una superficie lisa soporta mucho movimiento. Volveré a comprarlo en un tamaño más grande la próxima"
945,2,2024-01-08,5,606,Un buen lubricante y para ser la primera vez que lo uso anal genial
946,2,2024-01-05,5,718,Solo lo he probado una vez pero es un lubricantes muy bueno y mancha poco
947,2,2023-09-01,5,532,"Usado un par de veces, muy útil y cómodo de usar. Lo recomiendo."
948,2,2023-08-15,5,1497,He probado varias veces este lubricante y debo decir que me encanta. Dura más que otros que he probado y la textura no me resulta molesta.
949,2,2023-06-11,5,911,"Lubricante muy bueno, ideal para llevar fuera de casa."
954,63,2024-01-14,5,13,Es una maravilla. Te ayuda a la estimulacion muchisimo. Y ademas tiene un sabor espectacular.
955,63,2024-01-05,5,477,"Algo nuevo para probar y jugar en tus relaciones , si esa sorpresa mejor para la otra persona , yo compte el de frutas del bosque , tarda un rato pero despues si se nota y mas bueno que otras marcas ."
956,63,2023-12-26,5,219,"Compré el formato grande de melocotón y sin duda un acierto.Su olor y su sabor son maravillosos, y sus efectos ideales para cuando después de un buen rato mis parejas empiezan a perder un poco de sensibilidad en el clítoris.Fácil de aplicar y duradero .. Lo que si que no dura tanto es la tapa, ¡que ya la habré perdido entre las sábanas 40 veces!"
957,63,2023-12-12,5,1466,"Gel muy divertido para jugar, mejor si no explicas que es, la sorpresa es mayor"
958,63,2023-11-17,5,1685,"Con un poco que utilices ya se nota el resultado, yo lo puse en sus labios, pezones y clítoris y le encantó y a mí también cuando chupaba todas las zonas, lo notaba enseguida. Buen producto."
959,63,2023-11-02,3,335,"Como gel lubricante cumple con las expectativas pero de vibrar nada, no se nota absolutamente nada."
960,63,2023-10-05,5,435,"Perfecto para probar en tu cuerpo y en el de tu pareja, alucinareis"
961,63,2023-09-12,5,1686,"He probado otros y no tienen el mismo efecto, pero este es súper, me encanta!!!"
962,63,2023-08-26,5,160,"Tarda un par de minutos en hacer efecto y es mucho más intenso en labios y lengua.Es genial para usarlo solo, con juguetes sexuales o también en pareja para poner a mil el ambiente. Muy muy recomendable"
963,63,2023-08-08,5,609,"Me llamó la atención el concepto de ""vibrador líquido"" y no ha podido gustarme más la experiencia. Es genial para usarlo solo, con juguetes sexuales o también en pareja para poner a mil el ambiente. Muy muy recomendable."
964,63,2023-08-02,5,1395,"El vibragel, es una sorpresa que no se espera, aumenta la sensación de placer y produce un delicado cosquilleo en las zonas intimas muy agradable"
965,63,2023-06-20,5,941,"Es el segundo que compro, funciona muy bien. El efecto es potente, no hace falta echarse mucho. Lo usamos mi chico y yo y lo combinamos con el lubricante efecto frío, lo recomiendo!"
966,63,2023-06-16,5,1108,Compré el de fresa; el sabor queda muy disimulado por el hormigueo. Tarda un par de minutos en hacer efecto y es mucho más intenso en labios y lengua. ¡Recomendado!
984,83,2023-07-03,5,130,Es fantástico y muy versátil. Tiene una vibración muy sutil y placentera dándole un 10 en estimulación del clitoris
998,45,2024-01-14,5,1352,Fácil de poner y sacar. Queda súper bien puesta y es muy cómoda.
999,45,2023-07-25,5,766,Lo único que puedo decir es que os lo compreis ya de ya! Es increible y queda super bien. No tenía nada de cuero y esto era lo primero y lo recomiendo. Queda super bien y super sexy.Además poder jugar con la parte de atrás es impresionante
1004,76,2023-09-24,2,1693,Tacto agradable. Es grueso para introducirlo pero una vez dentro es muy cómodo. Tiene buenas vibraciones pero la verdad es que aún no encontré el punto para que me dé placer. Sinceramente no lo hubiera comprado.
1005,76,2023-09-12,4,868,"Muy divertido pero un poco dificil de introducir, el tacto es genial, tengo ganas de comprar el prostarudo para saber si me gusta mas, ya que este me ha dejado un poco insatisfecho. Si lo consigues con descuento para nada es mala compra."
1023,7,2024-01-12,5,594,"Hace un cuerpazo increíble, a parte de que es muy bonito."
1024,82,2023-11-27,5,907,"Muy bueno,su modos de vibrar no muy fuertes,a gusto para mí pareja y el calor que emite ,excita algo mas"
1025,82,2023-09-17,4,604,"lo compre para mi novia y esta muy contenta, aun que dice que echa de menos un modo mas suave, en estos tipos de rabbit siempre poenen vibraciones muy potentes, sobre todo para el clitoris."
1026,82,2023-09-05,5,241,"Me gusta mucho este juguete, es sencillo y práctico, que precisamente por eso da mucho juego. Es suave y pesa poquito, de tacto suave y lisito, y el mango te permite moverlo con facilidad y jugar con el movimiento que le quieras dar.Además, aunque sea pequeñito... la vibración más alta es bastante cañerita, así que la parte más grande se puede usar como masajeador de clítoris.En definitiva, el Tobogane me parece un juguete perfecto como fondo de armario o un básico de mesilla de noche :)"
1027,82,2023-09-02,5,254,"Fui a la tienda para que me aconsejaran sobre los vibradores porque hasta la fecha nunca había comprado ningún producto de este estilo. La dependienta me recomendó usar este modelo, y no puedo estar más contenta, es muy sencillo de usar, cuenta con varios tipos de vibraciones, siendo la de menor intensidad bastante suave y placentera. Me parece ideal para gente que empezamos a usar estos juguetes. Sus puntos fuertes son, que se puede usar tanto en la ducha o mientras disfrutas de un baño relajante y por supuesto cuenta con una opción que hace que el vibrador se caliente, siendo mucho más satisfactorio usarlo. Para gente que empieza en este mundo lo recomiendo 100% . También quiero resaltar lo elegante y bonito que es la caja en que viene."
1028,82,2023-08-06,5,1066,Juguete que le ha encantado a mi pareja. Muchos pros. El tacto es suave y agradable. Manejable y fácil de limpiar. Aparte la variedad de modos de vibración y la intensidad de esta la de deja loca. También el efecto calor es un plus muy bueno. En definitiva muy recomendable
1099,51,2023-11-04,5,247,"Algo sencillo para iniciarse, consume poca batería el único inconveniente es que viene sin pilas"
1100,51,2023-08-01,5,650,Suave total el metal. Mi favorito. Largo y llego a squiri. No ruido y fácil e infalible
1101,51,2023-07-20,5,606,"No hace ruido, es cómodo y fácil de llevar. No molesta ni nada y hay de dos tipos de colores cuando fui a comprarlo"
1104,3,2023-12-23,4,882,"El producto ha cumplido las expectativas, el tacto es bastante real y muy suave. Las medidas están bastante bien y pesa bastante lo que le hace tener una buena consistencia. Recomiendo tener un limpiador ya que con jabón normal es difícil limpiarlo."
1105,3,2023-12-16,5,164,"Resulta un tanto extraño su tamaño, un poco pequeño pero el tacto es agradable y la penetracion, placentera.su limpieza no es fácil pero merece la pena."
1106,3,2023-12-10,4,318,"Muy divertido de usar, pesa un poco y se hace algo incómodo de manejar pero imagino que si fuera más ligero perdería realismo."
1107,3,2023-08-03,5,606,"Muy sorprendido, muy buenas sensaciones, aunque limpiarlo es complicado, pero aún así merece la pena"
1131,51,2023-08-08,5,106,"Muy contento con la compra. A mi mujer le gustó desde el primer día que se lo metí, empezando por supuesto por el pequeño. Desde entonces, y han pasado ya 4 meses, hacemos el amor mucho más y con mucha más pasión. Es fantástico penetrarla cuando lo tiene puesto. Lejos le molestarle, le gusta hacerlo con ello puesto. Es fantástico y muy excitante metérselo y verla con ello puesto. Ya hemos pasado al mediano y esa idea de entrenamiento progresivo me parece también súper excitante. No tengo ninguna prisa por pasar a nivel 3, que eso ya serán palabras mayores… de hecho ese ya tiene el mismo grosor que mi pene."
1135,60,2023-10-26,5,922,"De lo mejor que le he regalado a mi esposa, le encanta y la vuelve loca en la cama. Lo recomiendo las 100%"
1136,60,2023-08-01,5,796,"Después del famoso satisfyer tenía yo ganas de probar un bichito de estos.Aún me estoy haciendo a el, hay que tener cierta destreza para hacer coincidir la zona clítoris con el tema metido y una vez hecho eso, ponerte a darle a los botoncitos, que tenemos 2, uno por si solo te apetece succionador y un segundo por si te apetece las dos cosas a la par.En cuanto a potencia / velocidad, pues creo que anda mas flojo que satisfyer, pero como combinas con el otro motor, que además tiene varios modos, tipo golpecitos, tirones, pues una vez pillado el truco, consigue la función y te deja satisfecha. Aún no he probado todos los modos combinados con la succión, pero si le tuviera que poner algún extra a estos aparatos, seria un mando a distancia.Por ahora contenta. Recomiendo este aparato."
1162,55,2023-12-24,3,327,"La textura genial pero le falta anchura y largura . Es demasiado pequeño para nuestro gusto, una pena , además la parte pequeña se sale muchísimo z"
1163,55,2023-12-17,3,259,La textura es genial. El tamaño con arnés se queda un poco justo.posroa ser un pelín más largo en ambos extremos. Pero no está mal.
1164,55,2023-07-28,5,1497,"Maravilloso, nos encanta y nos funciona genial. La textura es muy agradable. Lo combinamos con el arnés COWGIRL, súper cómodo."
1166,133,2023-09-05,4,254,"Los sobres están bastante bien! Me gusta mucho el tamaño, al ser pequeños los puedes sacar de casa y guardarlos prácticamente en cualquier lugar, cómo los bolsillos o la cartera, y al no poner que son lubricantes los puedes dejar a la vista. Me parece una opción muy buena para transportar esta clase de producto, para no tener que cargar con el bote. Otro punto a su favor es que son fáciles de limpiar, no son pegajosos.Sin embargo, el inconveniente de que al ser tan pequeño cabe poca cantidad y si vas a tener relaciones bastante tiempo a lo mejor es necesario usar 2."
1170,50,2024-01-13,5,1371,"Sencillo de utilizar, alta calidad del material y bastante práctico. Que más se puede pedir por ese precio tan bueno."
1171,50,2023-09-15,5,469,De textura suave y elástica. Por eso me gusta decantarme por los anillos de goma y no por los metálicos. Viene cuidadosamente guardado en una bolsita con cierre e incluye unas didácticas instrucciones de uso.
1172,50,2023-09-07,5,1673,Complemento muy útil. Fácil de poner y cumple perfectamente su función
1173,50,2023-08-16,3,1474,"Anilla interesante, aunque prefiero las más sencillas. El tacto es estupendo, cumple su función."
1174,50,2023-08-11,3,1701,"No me acabo de llevar bien con este anillo, me resulta bastante difícil pasar los testículos por el hueco correspondiente de la anilla e incluso en alguna ocasión me hice algo de daño, en mi caso y para mi talla prefiero otros anillos más ""simples"" o que no sean dobles."
1175,50,2023-08-05,5,346,Hace su función perfectamente.Yo que soy de talla media estoy contento. Supongo que para alguien más XL le puede apretar bastante
1181,45,2023-10-26,5,922,"Muy útil para iniciarse en el sexo anal y al tener que enroscarlo un poco para introducirlo la sensación es muy placentera (a mi esposa le encanto) y con bala vibradora es una explosión de placer, 100% recomendado"
1182,45,2023-08-31,5,532,"Muy cómodo y eficaz, igual que si limpieza, muy fácil."
1195,59,2023-12-28,4,865,Potente masajeador. Fácil de utilizar y limpiar. Le encanta utilizarlo mientras la estoy penetrando.
1196,59,2023-08-04,5,1066,"Un producto con el que puedes jugar de muchas maneras por el cuerpo de tu pareja desde ponerlo en posturas donde se puedan disfrutar los dos a pasarlo por el por las zonas erógenas de tu pareja y que disfrute. Además con los diferentes ritmos y potencias podrás jugar de distintas maneras. En definitiva, un juguete recomendable."
1231,101,2023-11-13,5,606,"El tamaño y grosor es perfecto si tienes alguna experiencia en anal, la ventosa agarra muy bien"
1232,101,2023-09-05,5,241,"El Nimba es mi dildo favorito _3 lo recomiendo sobre todo para aquellas personas que prefieren dildos que no sean realistas, poco comprometidos (de hecho la forma es preciosa). Es suavito y blandito pero firme, perfecto para enganchar a un arnés y darle al sexo anal. Además tiene un precio muy guay."
1233,101,2023-07-24,5,458,"Es perfecto el tamaño para iniciarse , lo recomiendo"
1234,101,2023-06-26,5,103,"Un gran descubrimiento. El formato es perfecto en cuanto a tamaño, grosor, textura, suavidad, flexibilidad... Y además se puede combinar con arnés, con otro dildo con ventosa para hacerlo doble... y lo de poder engancharlo en diferentes superficies... una maravilla."
1238,93,2023-12-21,5,1114,El mejor que he probado es rápido fuerte y dura un montón los tengo a pares
1239,93,2023-09-08,4,901,"Esta muy bien, la vibracion contínua es la mejor, la que da golpecitos cada x segundos menos"
1240,93,2023-08-15,5,1393,"Increíble, me ha sorprendido su potencia, es alucinante. Un acierto total y muy discreto para llevar contigo."
1247,13,2023-09-24,5,254,"Muy cómodo, facilísimo de poner (y quitar).Fue una sorpresa para mi pareja, que me dijo que era a la vez elegante y súper sexi! Así que misión cumplida! Para mi era la primera vez que llevaba algo así y me sentí genial en él. Lo recomiendo mucho!"
1248,13,2023-08-25,5,513,Es comodo y muy elegante. La forma de las curvas que tiene hacen muy esbelto el cuerpo.
1249,13,2023-08-01,5,796,"Estos modelitos siempre vienen bien para un ratito de morbo y calentamiento inicial.Aunque vienen en una cajita muy pequeña, suelen dar una gran talla al ser un tejido muy elástico.Muy cómodo de llevar. Recomiendo si te gustan estas cosillas."
1250,67,2023-12-11,4,1713,"El dildo realista está bastante bien, dejándome bastante satisfecha. Éste producto es un 9.5/10 la verdad"
1251,67,2023-12-09,5,433,"Es un producto tan real, q a su tacto hasta podría notar las arrugas de la parte de los huevos..,. buuuff solo pensarlo tengo que volver a usarlo....cómo me pone"
1252,67,2023-12-07,5,774,este dildo realístico es genial yo siempre uso guantes de latex ajustados y va genial esta vez he cojido un numero de cm mas vengo de repetir 5 veces con el Klein y este que es un numero intermedio me ha sorprendido y para bien en cuanto a lo anal va perfecto y en cuanto a la mamada es sublime y a masturbación con los guantes es lo que mas me ha gustado
1253,67,2023-08-23,5,899,"El tamaño es ideal, la ventosa agarra fuerte a superficies lisas, y todo el dildo es suficientemente rígido como para usarlo en cualquier postura. El tono en diferente color en la puntita le da un toque gracioso."
1254,67,2023-08-07,5,542,"Es un dildo bastante realista y muy satisfactorio para los dos, para empezar con este tipo de juegos es ideal"
1255,67,2023-08-02,5,1499,"He probado a lubricarlo bien para introducirlo y no hay manera, es la primera vez que intento el sexo anal y no lo consigo."
1269,64,2023-09-14,5,882,"Buen producto en cunato a grosor, rigidez, textura y ventosa pero aun comprando el más grande lo encuentro corto. Deberian haber opciones con mayor longuitd"
1270,64,2023-08-13,5,321,"Es una maravilla para personas que quieran iniciarse en los dildos me compre dos tamaños y es toda una experiencia, la ventosa es muy fuerte y permite doble penetración con tu pareja; se puede usar con arnés tranquilamente y por supuesto la sensación al tacto es muy buena."
1272,81,2023-06-26,5,103,"Buscaba huir un poco del típico arnés y explorar otras posturas, y la verdad es que, aunque poco estético, resulta bastante práctico y cómodo de usar."
1276,111,2023-10-01,5,718,"Es bonito y cómodo, fácil de poner , cuesta desabrocharlo un poco pero cuando coges practica es fácil y sencillo, también es muy fácil de limpiar, ocupa poco espacio y se ajusta fácilmente al cuerpo."
1277,111,2023-08-13,5,321,"Es hermoso, sencillo pero fuerte, tiene un tanto muy suave. Cumple con su función a la perfección y realmente se ve precioso puesto.Al tener dos anillas es muy completo y permite jugar de muchas formas."
1279,68,2023-07-02,2,251,Demasiado potente.A mi al menos me lo parece. Tengo que usarlo por encima de las braguitas. Y aun así me deja la entrepierna insensibilizada.
1286,71,2024-01-17,5,604,Nos encantó desde el primer momento que se lo puso mi mujer. Se ciñe muy bien al cuerpo.
1287,71,2024-01-07,5,346,"Una buena compra, muy contentos! Queda muy sexy…disfrutarlo"
1288,71,2023-10-05,5,1498,"Un body precioso,queda genial . Cuando aparece tu pareja con él puesto,se te dispara la libido a niveles increíbles."
1289,71,2023-08-06,5,1224,"Aunque no lo parezca, se estira y te cabe. Peso 72 kg y mido 163 cm, y queda como un guante. Super sexy, me puse cachonda solo de verme. Genial compra. Poner braguitas por fuera si quieres hacerlo con el puesto"
1290,71,2023-08-05,5,166,"Muy sexy, elástico y se adapta perfectamente al cuerpo. A mi mujer le encanto."
1291,71,2023-07-12,5,766,es realmente flipante! da muchisimo juego y tanto a mi pareja como a mi nos encantó. Se adapta super al cuerpo
1309,5,2023-12-19,4,1673,"Muy bonito plug para ano, muy satisfactorio para cualquiera, recomendado se puede llevar todo el dia comodo"
1310,5,2023-10-25,5,1137,"Amplio mi comentario de la última vez. Los hemos probado en pareja combinados con el bacanal forte. El pequeño y el mediano. Dan mucho juego y las sensaciones para mí son muy placenteras. A él le da un morbo tremendo ponermelos, jugar con ellos y que lo hagamos a 4 patas con eso puesto. El grande de momento sigue apartado, lo sigo viendo monstruosamente ancho..."
1328,79,2023-10-26,5,922,"Este juguete vuelve loca a mi esposa, le encanta como la parte anal la penetra porque es muy cómoda y da mucho placer y al prender la bala vibradora se desborda de placer, 100% recomendado."
1348,157,2023-08-29,5,1084,"Plus de tamaño pequeño, cómodo no llega a salirse con facilidad. Pero quw permite mucho juego.Los pelitos con mucho cuidado ya que se manchan de lubricante y hay limpiarlos y secarlos muy bien.Por lo demás muy sexy que permite esos jueguitos con un tacto suave y muy agradable. Que ya cada uno actúe como quiera pero q te acaricien con eso según que sitios es muy excitante"
1349,157,2023-07-26,5,766,"Tenemos plugs normales, el de FOXTAIL y nos hicimos con este también, ir dando diferente juego con el pompón es increible.No duele ni deja nada de olor, lo recmiendo 100%."
1352,81,2023-09-03,5,866,"Me ha encantado,tamaño,textura y peso ideales. Un poco corto de profundidad pero super placentero"
1353,81,2023-08-05,5,346,"Te juro que es mejor pero también más incomodo de limpiar masturbador que he probado. Esta muy bien de precio, lo recomiendo"
1354,81,2023-07-14,4,130,"Un muy buen producto, con bien de lubricante se hace placentero el uso"
1359,80,2023-08-29,3,1580,"No me ha gustado mucho, lo veo muy recto y rigido para el mete saca. Quizá es mas adecuado para introducirlo y que quede ahí con todo su parafernalia rotatoria, pero tampoco me proporciona especial placer.Es cierto que es precioso y suave, da especial morbo su apariencia asi que para unos usos esporadicos aun bien va.El ruido del modo rotación es como ""ñiñiñiñi"" bastante fuerte, aviso."
1367,85,2024-01-08,5,606,Tengo ya 3 iguales y decidí coger el siguiente tamaño y va genial por testura y calidad. Nunca falla
1368,85,2024-01-05,5,718,"Es bastante suave y fllexible, tamaño promedio ,ideal para empezar"
1369,85,2023-08-27,5,220,"El tamaño mediano es perfecto.Las dimensiones y la ventosa son placenteras.Tanto sola como acompañada, a mi pareja le encanta.No podemos opinar en sexo anal, porque se ve ancho."
1370,85,2023-08-13,5,1701,"Dildo super realista, tanto en forma, tamaño y tacto, ideal para practicar dobles penetraciones, tanto a mi mujer como a mi nos encanta!!"
1371,85,2023-08-10,5,81,"El Avatar first lover es todo un acierto, con la posibilidad de elegir varios colores y dos tamaños, elegí el pequeño y es ideal para llevarlo a todas partes y disfrutar."
1372,85,2023-07-15,5,1719,"Fue un regalo para mi pareja femenina y su opinión es que le encantó, el tamaño le parece perfecto, la sensación es muy natural. Ou. o"
1471,106,2023-08-12,5,1477,precioso y muy sexy. Me encanta como le queda a mi chica.
1472,106,2023-08-01,5,1611,"Queda precioso, me ha encantado.La tela es de buena calidad y el estampado muy cute !"
